Fichier	Complexité en temps	Complexité en espace	Niveau difficulté
../corpus_annote2/recette_63039_annote.xml	21.0	9	2
../corpus_annote2/recette_26377_annote.xml	19.0	4	1
../corpus_annote2/recette_19627_annote.xml	16.8	6	1
../corpus_annote2/recette_22174_annote.xml	18.799999999999997	6	1
../corpus_annote2/recette_23368_annote.xml	29.0	6	1
../corpus_annote2/recette_164746_annote.xml	22.5	5	1
../corpus_annote2/recette_32803_annote.xml	19.5	7	1
../corpus_annote2/recette_223923_annote.xml	50.6	8	2
../corpus_annote2/recette_228420_annote.xml	39.9	5	3
../corpus_annote2/recette_46336_annote.xml	39.2	7	2
../corpus_annote2/recette_14344_annote.xml	140.9	9	3
../corpus_annote2/recette_217458_annote.xml	52.5	1	2
../corpus_annote2/recette_228899_annote.xml	68.2	4	2
../corpus_annote2/recette_49929_annote.xml	34.1	7	2
../corpus_annote2/recette_43636_annote.xml	20.2	5	1
../corpus_annote2/recette_55716_annote.xml	62.76	13	1
../corpus_annote2/recette_46629_annote.xml	31.0	5	1
../corpus_annote2/recette_50709_annote.xml	24.7	10	2
../corpus_annote2/recette_94284_annote.xml	33.5	6	1
../corpus_annote2/recette_23640_annote.xml	48.5	10	2
../corpus_annote2/recette_43329_annote.xml	18.4	5	1
../corpus_annote2/recette_222299_annote.xml	9.4	3	2
../corpus_annote2/recette_171297_annote.xml	41.92	8	2
../corpus_annote2/recette_55209_annote.xml	32.2	9	2
../corpus_annote2/recette_80061_annote.xml	38.6	7	1
../corpus_annote2/recette_26340_annote.xml	29.5	7	2
../corpus_annote2/recette_50574_annote.xml	86.0	4	2
../corpus_annote2/recette_41291_annote.xml	49.5	6	1
../corpus_annote2/recette_31201_annote.xml	14.71	4	1
../corpus_annote2/recette_105766_annote.xml	24.5	8	3
../corpus_annote2/recette_11126_annote.xml	85.0	2	3
../corpus_annote2/recette_218925_annote.xml	19.4	1	2
../corpus_annote2/recette_168244_annote.xml	48.349999999999994	6	2
../corpus_annote2/recette_61827_annote.xml	10.5	2	1
../corpus_annote2/recette_35002_annote.xml	39.599999999999994	5	1
../corpus_annote2/recette_18671_annote.xml	17.9	3	1
../corpus_annote2/recette_14139_annote.xml	14.0	6	1
../corpus_annote2/recette_33855_annote.xml	22.8	3	2
../corpus_annote2/recette_23122_annote.xml	3.5	1	1
../corpus_annote2/recette_42657_annote.xml	58.2	10	3
../corpus_annote2/recette_62570_annote.xml	25.759999999999998	6	1
../corpus_annote2/recette_72089_annote.xml	30.42	5	2
../corpus_annote2/recette_26422_annote.xml	20.8	3	2
../corpus_annote2/recette_10764_annote.xml	10.5	3	3
../corpus_annote2/recette_54636_annote.xml	10.0	2	1
../corpus_annote2/recette_11578_annote.xml	50.0	7	3
../corpus_annote2/recette_222834_annote.xml	19.4	2	2
../corpus_annote2/recette_94829_annote.xml	38.0	5	2
../corpus_annote2/recette_23063_annote.xml	38.55	3	3
../corpus_annote2/recette_32786_annote.xml	15.5	4	1
../corpus_annote2/recette_14078_annote.xml	45.5	4	2
../corpus_annote2/recette_71011_annote.xml	31.9	4	1
../corpus_annote2/recette_25834_annote.xml	34.3	12	1
../corpus_annote2/recette_168305_annote.xml	13.0	5	2
../corpus_annote2/recette_55135_annote.xml	18.5	5	2
../corpus_annote2/recette_63332_annote.xml	8.5	5	2
../corpus_annote2/recette_45842_annote.xml	24.75	4	1
../corpus_annote2/recette_43015_annote.xml	22.5	5	3
../corpus_annote2/recette_31340_annote.xml	7.0	3	2
../corpus_annote2/recette_220260_annote.xml	23.2	3	1
../corpus_annote2/recette_51629_annote.xml	24.5	5	1
../corpus_annote2/recette_22760_annote.xml	23.5	1	2
../corpus_annote2/recette_82098_annote.xml	15.75	3	1
../corpus_annote2/recette_47709_annote.xml	49.0	6	1
../corpus_annote2/recette_34640_annote.xml	35.6	5	1
../corpus_annote2/recette_89115_annote.xml	22.7	3	2
../corpus_annote2/recette_92561_annote.xml	19.5	3	1
../corpus_annote2/recette_26201_annote.xml	24.0	6	1
../corpus_annote2/recette_54154_annote.xml	18.0	6	1
../corpus_annote2/recette_73838_annote.xml	14.309999999999999	3	1
../corpus_annote2/recette_43268_annote.xml	39.0	7	2
../corpus_annote2/recette_52903_annote.xml	20.31	5	1
../corpus_annote2/recette_65918_annote.xml	13.5	5	1
../corpus_annote2/recette_42074_annote.xml	26.5	6	1
../corpus_annote2/recette_53791_annote.xml	35.0	5	2
../corpus_annote2/recette_16851_annote.xml	17.5	5	2
../corpus_annote2/recette_86977_annote.xml	27.3	5	2
../corpus_annote2/recette_15988_annote.xml	32.35	9	1
../corpus_annote2/recette_22993_annote.xml	34.099999999999994	5	1
../corpus_annote2/recette_201126_annote.xml	21.5	1	2
../corpus_annote2/recette_11705_annote.xml	87.3	11	3
../corpus_annote2/recette_52092_annote.xml	28.5	4	1
../corpus_annote2/recette_49868_annote.xml	21.3	3	1
../corpus_annote2/recette_223855_annote.xml	31.75	4	2
../corpus_annote2/recette_217519_annote.xml	34.5	9	2
../corpus_annote2/recette_217997_annote.xml	119.07000000000001	8	2
../corpus_annote2/recette_28393_annote.xml	67.4	6	2
../corpus_annote2/recette_24855_annote.xml	43.9	7	2
../corpus_annote2/recette_26729_annote.xml	47.0	3	2
../corpus_annote2/recette_80886_annote.xml	45.0	9	1
../corpus_annote2/recette_80408_annote.xml	17.0	3	1
../corpus_annote2/recette_45399_annote.xml	37.5	6	2
../corpus_annote2/recette_27535_annote.xml	41.4	4	2
../corpus_annote2/recette_30609_annote.xml	29.0	5	2
../corpus_annote2/recette_43740_annote.xml	191.6	6	2
../corpus_annote2/recette_59128_annote.xml	73.41	7	2
../corpus_annote2/recette_32942_annote.xml	5.0	3	1
../corpus_annote2/recette_46240_annote.xml	60.95	9	2
../corpus_annote2/recette_70047_annote.xml	49.900000000000006	5	1
../corpus_annote2/recette_34115_annote.xml	18.5	4	1
../corpus_annote2/recette_92234_annote.xml	15.8	9	1
../corpus_annote2/recette_26236_annote.xml	10.0	6	1
../corpus_annote2/recette_44814_annote.xml	21.5	6	2
../corpus_annote2/recette_45686_annote.xml	29.5	6	1
../corpus_annote2/recette_30316_annote.xml	48.6	10	2
../corpus_annote2/recette_52934_annote.xml	25.950000000000003	7	2
../corpus_annote2/recette_42043_annote.xml	12.6	5	1
../corpus_annote2/recette_29829_annote.xml	19.6	6	2
../corpus_annote2/recette_23736_annote.xml	16.0	4	2
../corpus_annote2/recette_18065_annote.xml	15.3	3	1
../corpus_annote2/recette_70558_annote.xml	33.0	4	2
../corpus_annote2/recette_55102_annote.xml	69.5	7	1
../corpus_annote2/recette_63305_annote.xml	18.0	8	1
../corpus_annote2/recette_218853_annote.xml	16.9	5	2
../corpus_annote2/recette_17807_annote.xml	15.0	5	1
../corpus_annote2/recette_53955_annote.xml	23.9	8	2
../corpus_annote2/recette_31377_annote.xml	100.5	7	1
../corpus_annote2/recette_66605_annote.xml	37.0	7	1
../corpus_annote2/recette_50402_annote.xml	38.1	7	2
../corpus_annote2/recette_165379_annote.xml	34.510000000000005	5	2
../corpus_annote2/recette_28848_annote.xml	45.1	3	1
../corpus_annote2/recette_18218_annote.xml	33.5	9	2
../corpus_annote2/recette_46522_annote.xml	20.5	5	1
../corpus_annote2/recette_34677_annote.xml	61.0	4	2
../corpus_annote2/recette_25192_annote.xml	13.4	5	1
../corpus_annote2/recette_26554_annote.xml	57.2	5	2
../corpus_annote2/recette_27748_annote.xml	72.5	3	4
../corpus_annote2/recette_30474_annote.xml	27.5	8	2
../corpus_annote2/recette_223691_annote.xml	33.2	3	2
../corpus_annote2/recette_59355_annote.xml	15.5	2	1
../corpus_annote2/recette_23054_annote.xml	5.0	1	1
../corpus_annote2/recette_15253_annote.xml	26.6	5	1
../corpus_annote2/recette_67106_annote.xml	13.7	4	1
../corpus_annote2/recette_84169_annote.xml	19.0	4	2
../corpus_annote2/recette_12496_annote.xml	11.5	5	2
../corpus_annote2/recette_168332_annote.xml	13.0	3	2
../corpus_annote2/recette_19995_annote.xml	11.51	4	1
../corpus_annote2/recette_22116_annote.xml	31.25	12	2
../corpus_annote2/recette_28287_annote.xml	6.9	2	1
../corpus_annote2/recette_41928_annote.xml	22.0	6	2
../corpus_annote2/recette_71378_annote.xml	29.5	5	2
../corpus_annote2/recette_19645_annote.xml	22.5	4	1
../corpus_annote2/recette_24941_annote.xml	15.25	3	1
../corpus_annote2/recette_46363_annote.xml	22.9	5	1
../corpus_annote2/recette_27416_annote.xml	13.65	5	1
../corpus_annote2/recette_27898_annote.xml	28.76	6	2
../corpus_annote2/recette_55743_annote.xml	67.65	13	1
../corpus_annote2/recette_22409_annote.xml	224.0	8	2
../corpus_annote2/recette_23615_annote.xml	12.0	2	1
../corpus_annote2/recette_15412_annote.xml	22.3	8	1
../corpus_annote2/recette_85534_annote.xml	11.0	2	1
../corpus_annote2/recette_220109_annote.xml	56.5	10	2
../corpus_annote2/recette_71667_annote.xml	23.1	3	2
../corpus_annote2/recette_34529_annote.xml	37.6	4	3
../corpus_annote2/recette_18146_annote.xml	16.0	0	1
../corpus_annote2/recette_57199_annote.xml	54.6	9	2
../corpus_annote2/recette_218783_annote.xml	6	5	2
../corpus_annote2/recette_81228_annote.xml	57.0	9	2
../corpus_annote2/recette_26315_annote.xml	12.0	5	1
../corpus_annote2/recette_80034_annote.xml	56.0	11	2
../corpus_annote2/recette_225409_annote.xml	22.4	9	2
../corpus_annote2/recette_53685_annote.xml	23.5	8	1
../corpus_annote2/recette_86863_annote.xml	28.599999999999998	6	2
../corpus_annote2/recette_30235_annote.xml	31.0	4	1
../corpus_annote2/recette_58708_annote.xml	38.0	8	1
../corpus_annote2/recette_52499_annote.xml	35.5	6	1
../corpus_annote2/recette_83390_annote.xml	20.6	6	2
../corpus_annote2/recette_19127_annote.xml	22.5	1	1
../corpus_annote2/recette_224468_annote.xml	50.0	6	2
../corpus_annote2/recette_81055_annote.xml	23.0	3	1
../corpus_annote2/recette_55021_annote.xml	25.5	4	1
../corpus_annote2/recette_31254_annote.xml	12.5	4	2
../corpus_annote2/recette_166383_annote.xml	23.509999999999998	5	2
../corpus_annote2/recette_87802_annote.xml	17.5	6	2
../corpus_annote2/recette_30048_annote.xml	39.3	7	3
../corpus_annote2/recette_17924_annote.xml	38.1	9	3
../corpus_annote2/recette_228320_annote.xml	26.0	3	2
../corpus_annote2/recette_40949_annote.xml	6.75	3	1
../corpus_annote2/recette_67025_annote.xml	20.75	4	3
../corpus_annote2/recette_33800_annote.xml	10.55	5	1
../corpus_annote2/recette_56869_annote.xml	61.400000000000006	6	2
../corpus_annote2/recette_25920_annote.xml	35.1	7	2
../corpus_annote2/recette_89990_annote.xml	38.0	5	1
../corpus_annote2/recette_82493_annote.xml	15.3	4	1
../corpus_annote2/recette_61872_annote.xml	9.5	4	1
../corpus_annote2/recette_224177_annote.xml	18.9	3	1
../corpus_annote2/recette_212370_annote.xml	20.75	9	2
../corpus_annote2/recette_54722_annote.xml	14.75	5	1
../corpus_annote2/recette_37392_annote.xml	38.3	8	2
../corpus_annote2/recette_229423_annote.xml	9.91	3	2
../corpus_annote2/recette_59276_annote.xml	4	3	1
../corpus_annote2/recette_30557_annote.xml	62.86	5	2
../corpus_annote2/recette_43890_annote.xml	7.0	5	1
../corpus_annote2/recette_51215_annote.xml	21.9	7	3
../corpus_annote2/recette_67012_annote.xml	9.0	2	2
../corpus_annote2/recette_165772_annote.xml	1.5	3	1
../corpus_annote2/recette_85261_annote.xml	22.25	4	1
../corpus_annote2/recette_19881_annote.xml	18.6	3	2
../corpus_annote2/recette_25917_annote.xml	82.05	6	2
../corpus_annote2/recette_18613_annote.xml	38.5	4	1
../corpus_annote2/recette_46129_annote.xml	3.1	2	1
../corpus_annote2/recette_26440_annote.xml	18.6	6	3
../corpus_annote2/recette_30560_annote.xml	38.01	6	2
../corpus_annote2/recette_21285_annote.xml	34.6	8	2
../corpus_annote2/recette_22643_annote.xml	20.5	4	1
../corpus_annote2/recette_175794_annote.xml	40.8	6	2
../corpus_annote2/recette_66711_annote.xml	49.5	4	2
../corpus_annote2/recette_34763_annote.xml	15.65	5	1
../corpus_annote2/recette_25086_annote.xml	42.0	4	2
../corpus_annote2/recette_227908_annote.xml	27.6	7	2
../corpus_annote2/recette_211781_annote.xml	20.2	5	2
../corpus_annote2/recette_11144_annote.xml	29.299999999999997	10	3
../corpus_annote2/recette_170294_annote.xml	23.200000000000003	4	1
../corpus_annote2/recette_69180_annote.xml	24.5	5	1
../corpus_annote2/recette_225643_annote.xml	41.3	8	2
../corpus_annote2/recette_55016_annote.xml	28.5	3	1
../corpus_annote2/recette_20908_annote.xml	18.5	2	2
../corpus_annote2/recette_58542_annote.xml	52.0	8	2
../corpus_annote2/recette_67770_annote.xml	18.4	6	2
../corpus_annote2/recette_15425_annote.xml	18.0	5	1
../corpus_annote2/recette_175967_annote.xml	40.0	10	2
../corpus_annote2/recette_47457_annote.xml	48.1	7	2
../corpus_annote2/recette_26322_annote.xml	24.55	8	2
../corpus_annote2/recette_37849_annote.xml	46.900000000000006	10	1
../corpus_annote2/recette_44900_annote.xml	23.310000000000002	8	1
../corpus_annote2/recette_42157_annote.xml	15.8	5	1
../corpus_annote2/recette_51068_annote.xml	31.3	9	2
../corpus_annote2/recette_22121_annote.xml	39.5	7	2
../corpus_annote2/recette_39555_annote.xml	15.7	8	2
../corpus_annote2/recette_32856_annote.xml	24.0	5	2
../corpus_annote2/recette_47148_annote.xml	19.8	6	2
../corpus_annote2/recette_19672_annote.xml	19.08	8	2
../corpus_annote2/recette_24976_annote.xml	20.0	4	1
../corpus_annote2/recette_11626_annote.xml	68.0	7	3
../corpus_annote2/recette_81700_annote.xml	29.5	7	1
../corpus_annote2/recette_223976_annote.xml	13.5	6	2
../corpus_annote2/recette_229669_annote.xml	67.5	5	2
../corpus_annote2/recette_20066_annote.xml	50.75	5	3
../corpus_annote2/recette_62963_annote.xml	37.6	5	2
../corpus_annote2/recette_81582_annote.xml	25.7	11	1
../corpus_annote2/recette_83647_annote.xml	86.0	9	1
../corpus_annote2/recette_40981_annote.xml	75.7	6	2
../corpus_annote2/recette_28032_annote.xml	11.0	2	2
../corpus_annote2/recette_30080_annote.xml	19.0	2	1
../corpus_annote2/recette_48044_annote.xml	23.0	4	3
../corpus_annote2/recette_80281_annote.xml	40.5	5	1
../corpus_annote2/recette_72985_annote.xml	14.0	3	1
../corpus_annote2/recette_112849_annote.xml	121.0	5	2
../corpus_annote2/recette_218536_annote.xml	15.2	5	2
../corpus_annote2/recette_171077_annote.xml	18.5	7	1
../corpus_annote2/recette_35580_annote.xml	39.2	5	1
../corpus_annote2/recette_24265_annote.xml	34.4	8	1
../corpus_annote2/recette_56130_annote.xml	50.300000000000004	3	2
../corpus_annote2/recette_94064_annote.xml	12.0	3	2
../corpus_annote2/recette_197518_annote.xml	8	6	1
../corpus_annote2/recette_21518_annote.xml	16.0	1	1
../corpus_annote2/recette_52451_annote.xml	24.25	4	2
../corpus_annote2/recette_16503_annote.xml	50.22	11	3
../corpus_annote2/recette_90505_annote.xml	40.4	7	2
../corpus_annote2/recette_24018_annote.xml	26.6	5	1
../corpus_annote2/recette_211503_annote.xml	83.7	10	3
../corpus_annote2/recette_227704_annote.xml	42.05	7	2
../corpus_annote2/recette_25204_annote.xml	22.7	6	3
../corpus_annote2/recette_175998_annote.xml	18.3	4	2
../corpus_annote2/recette_15854_annote.xml	49.4	7	3
../corpus_annote2/recette_51588_annote.xml	34.05	6	2
../corpus_annote2/recette_21007_annote.xml	61.9	8	1
../corpus_annote2/recette_87326_annote.xml	6.4	2	1
../corpus_annote2/recette_223507_annote.xml	32.51	11	2
../corpus_annote2/recette_48726_annote.xml	17.5	6	1
../corpus_annote2/recette_65155_annote.xml	14.0	6	1
../corpus_annote2/recette_72269_annote.xml	22.0	5	2
../corpus_annote2/recette_54597_annote.xml	15.600000000000001	5	1
../corpus_annote2/recette_62790_annote.xml	12.1	5	1
../corpus_annote2/recette_54919_annote.xml	12.2	4	1
../corpus_annote2/recette_27850_annote.xml	29.5	4	2
../corpus_annote2/recette_24507_annote.xml	54.599999999999994	10	2
../corpus_annote2/recette_24989_annote.xml	35.5	4	2
../corpus_annote2/recette_60455_annote.xml	36.1	10	1
../corpus_annote2/recette_29053_annote.xml	29.5	6	2
../corpus_annote2/recette_51097_annote.xml	59.3	4	2
../corpus_annote2/recette_39924_annote.xml	22.5	9	2
../corpus_annote2/recette_49983_annote.xml	22.5	5	1
../corpus_annote2/recette_73042_annote.xml	33.3	7	1
../corpus_annote2/recette_68436_annote.xml	14.15	4	1
../corpus_annote2/recette_27867_annote.xml	64.8	6	3
../corpus_annote2/recette_12737_annote.xml	17.5	5	1
../corpus_annote2/recette_18828_annote.xml	42.7	8	1
../corpus_annote2/recette_94731_annote.xml	20.0	6	1
../corpus_annote2/recette_40745_annote.xml	60.0	13	1
../corpus_annote2/recette_230110_annote.xml	15.0	2	2
../corpus_annote2/recette_49012_annote.xml	11.5	4	1
../corpus_annote2/recette_43383_annote.xml	17.65	7	1
../corpus_annote2/recette_225878_annote.xml	13.51	3	2
../corpus_annote2/recette_70484_annote.xml	24.0	2	1
../corpus_annote2/recette_57166_annote.xml	16.0	2	1
../corpus_annote2/recette_71698_annote.xml	36.7	7	2
../corpus_annote2/recette_47811_annote.xml	34.9	6	1
../corpus_annote2/recette_13034_annote.xml	29.5	6	2
../corpus_annote2/recette_34958_annote.xml	48.2	11	1
../corpus_annote2/recette_28767_annote.xml	45.9	7	1
../corpus_annote2/recette_21752_annote.xml	46.900000000000006	12	2
../corpus_annote2/recette_53407_annote.xml	23.5	5	2
../corpus_annote2/recette_16749_annote.xml	126.0	10	2
../corpus_annote2/recette_91553_annote.xml	27.3	6	1
../corpus_annote2/recette_45527_annote.xml	22.5	4	2
../corpus_annote2/recette_68354_annote.xml	34.7	7	2
../corpus_annote2/recette_12055_annote.xml	16.9	4	1
../corpus_annote2/recette_40027_annote.xml	24.0	5	2
../corpus_annote2/recette_30926_annote.xml	83.8	10	2
../corpus_annote2/recette_64103_annote.xml	10.0	1	2
../corpus_annote2/recette_16256_annote.xml	20.5	5	1
../corpus_annote2/recette_20051_annote.xml	23.5	2	2
../corpus_annote2/recette_26806_annote.xml	14.5	2	1
../corpus_annote2/recette_44224_annote.xml	20.55	6	1
../corpus_annote2/recette_72023_annote.xml	23.5	7	1
../corpus_annote2/recette_69457_annote.xml	23.2	6	2
../corpus_annote2/recette_45038_annote.xml	23.7	2	2
../corpus_annote2/recette_11493_annote.xml	128.95	3	2
../corpus_annote2/recette_56418_annote.xml	9.2	0	2
../corpus_annote2/recette_25551_annote.xml	15.8	4	1
../corpus_annote2/recette_38972_annote.xml	32.1	8	1
../corpus_annote2/recette_164928_annote.xml	31.799999999999997	6	2
../corpus_annote2/recette_95750_annote.xml	19.5	4	1
../corpus_annote2/recette_14193_annote.xml	24.5	1	1
../corpus_annote2/recette_19799_annote.xml	14.5	3	1
../corpus_annote2/recette_12614_annote.xml	27.26	4	2
../corpus_annote2/recette_40666_annote.xml	26.11	5	2
../corpus_annote2/recette_39830_annote.xml	14.0	8	1
../corpus_annote2/recette_29147_annote.xml	27.299999999999997	3	2
../corpus_annote2/recette_167721_annote.xml	51.1	8	1
../corpus_annote2/recette_31864_annote.xml	34.45	5	1
../corpus_annote2/recette_63816_annote.xml	28.3	8	1
../corpus_annote2/recette_83031_annote.xml	17.55	4	1
../corpus_annote2/recette_25310_annote.xml	3.5	3	1
../corpus_annote2/recette_13117_annote.xml	14.46	4	2
../corpus_annote2/recette_33230_annote.xml	14.0	6	2
../corpus_annote2/recette_95111_annote.xml	43.5	10	1
../corpus_annote2/recette_29458_annote.xml	34.1	7	2
../corpus_annote2/recette_15940_annote.xml	71.7	8	3
../corpus_annote2/recette_53759_annote.xml	16.7	4	2
../corpus_annote2/recette_86531_annote.xml	9.5	3	1
../corpus_annote2/recette_45679_annote.xml	31.060000000000002	9	2
../corpus_annote2/recette_60223_annote.xml	32.76	6	2
../corpus_annote2/recette_34688_annote.xml	44.1	6	1
../corpus_annote2/recette_8343_annote.xml	12.1	3	2
../corpus_annote2/recette_57238_annote.xml	18.0	3	1
../corpus_annote2/recette_84807_annote.xml	35.2	1	2
../corpus_annote2/recette_48150_annote.xml	43.4	10	2
../corpus_annote2/recette_223371_annote.xml	59.0	5	2
../corpus_annote2/recette_87550_annote.xml	23.060000000000002	3	1
../corpus_annote2/recette_58827_annote.xml	27.5	5	1
../corpus_annote2/recette_68277_annote.xml	136.0	4	2
../corpus_annote2/recette_81189_annote.xml	41.0	7	1
../corpus_annote2/recette_211375_annote.xml	24.5	6	2
../corpus_annote2/recette_40895_annote.xml	52.0	7	1
../corpus_annote2/recette_38851_annote.xml	16.0	7	1
../corpus_annote2/recette_20172_annote.xml	24.9	4	2
../corpus_annote2/recette_166740_annote.xml	30.619999999999997	12	1
../corpus_annote2/recette_64020_annote.xml	75.92	14	2
../corpus_annote2/recette_26925_annote.xml	37.2	7	3
../corpus_annote2/recette_44307_annote.xml	14.0	6	1
../corpus_annote2/recette_83764_annote.xml	35.8	7	1
../corpus_annote2/recette_57710_annote.xml	26.0	7	1
../corpus_annote2/recette_229946_annote.xml	27.0	6	2
../corpus_annote2/recette_16342_annote.xml	18.0	5	2
../corpus_annote2/recette_64017_annote.xml	8.8	0	1
../corpus_annote2/recette_49664_annote.xml	28.65	5	2
../corpus_annote2/recette_27780_annote.xml	26.83	6	4
../corpus_annote2/recette_90344_annote.xml	23.05	8	1
../corpus_annote2/recette_26912_annote.xml	16.25	4	2
../corpus_annote2/recette_56013_annote.xml	19.5	5	1
../corpus_annote2/recette_24346_annote.xml	31.200000000000003	4	3
../corpus_annote2/recette_14916_annote.xml	35.71	7	1
../corpus_annote2/recette_28880_annote.xml	5.0	3	1
../corpus_annote2/recette_50844_annote.xml	32.0	4	2
../corpus_annote2/recette_21646_annote.xml	10.75	4	1
../corpus_annote2/recette_17441_annote.xml	19.0	4	1
../corpus_annote2/recette_171154_annote.xml	43.24	6	2
../corpus_annote2/recette_25327_annote.xml	44.0	11	3
../corpus_annote2/recette_168816_annote.xml	10.0	4	1
../corpus_annote2/recette_93971_annote.xml	16.5	7	2
../corpus_annote2/recette_70590_annote.xml	22.5	9	1
../corpus_annote2/recette_28673_annote.xml	22.5	7	1
../corpus_annote2/recette_195583_annote.xml	26.0	3	1
../corpus_annote2/recette_167209_annote.xml	38.0	4	1
../corpus_annote2/recette_37995_annote.xml	65.0	7	1
../corpus_annote2/recette_69221_annote.xml	12.5	3	1
../corpus_annote2/recette_44452_annote.xml	14.2	3	2
../corpus_annote2/recette_47094_annote.xml	28.5	6	2
../corpus_annote2/recette_56771_annote.xml	37.4	8	2
../corpus_annote2/recette_168187_annote.xml	56.5	6	1
../corpus_annote2/recette_82705_annote.xml	6.9	3	1
../corpus_annote2/recette_12623_annote.xml	148.0	5	1
../corpus_annote2/recette_24424_annote.xml	23.0	7	1
../corpus_annote2/recette_46288_annote.xml	27.5	6	2
../corpus_annote2/recette_39807_annote.xml	35.5	8	1
../corpus_annote2/recette_29170_annote.xml	20.5	5	2
../corpus_annote2/recette_20338_annote.xml	22.4	8	2
../corpus_annote2/recette_167716_annote.xml	11.0	4	1
../corpus_annote2/recette_166984_annote.xml	20.0	4	1
../corpus_annote2/recette_87205_annote.xml	59.099999999999994	10	1
../corpus_annote2/recette_21124_annote.xml	50.0	6	2
../corpus_annote2/recette_228927_annote.xml	14.7	7	2
../corpus_annote2/recette_49897_annote.xml	9.5	4	2
../corpus_annote2/recette_43788_annote.xml	20.0	4	1
../corpus_annote2/recette_68522_annote.xml	29.0	5	1
../corpus_annote2/recette_45351_annote.xml	16.0	4	1
../corpus_annote2/recette_27973_annote.xml	19.2	4	1
../corpus_annote2/recette_36218_annote.xml	26.0	9	1
../corpus_annote2/recette_45210_annote.xml	26.75	3	1
../corpus_annote2/recette_20279_annote.xml	41.7	7	1
../corpus_annote2/recette_31912_annote.xml	17.0	1	1
../corpus_annote2/recette_223565_annote.xml	26.72	7	2
../corpus_annote2/recette_41982_annote.xml	17.4	4	2
../corpus_annote2/recette_29031_annote.xml	35.5	4	2
../corpus_annote2/recette_85081_annote.xml	31.05	6	1
../corpus_annote2/recette_25779_annote.xml	13.0	5	2
../corpus_annote2/recette_60437_annote.xml	23.0	5	1
../corpus_annote2/recette_73986_annote.xml	16.0	6	1
../corpus_annote2/recette_41013_annote.xml	46.0	7	2
../corpus_annote2/recette_84782_annote.xml	53.5	4	2
../corpus_annote2/recette_227766_annote.xml	22.92	2	2
../corpus_annote2/recette_34583_annote.xml	66.5	8	1
../corpus_annote2/recette_25266_annote.xml	34.5	3	2
../corpus_annote2/recette_68301_annote.xml	29.0	2	1
../corpus_annote2/recette_45572_annote.xml	17.9	6	1
../corpus_annote2/recette_218554_annote.xml	29.2	7	1
../corpus_annote2/recette_166329_annote.xml	21.7	5	2
../corpus_annote2/recette_17500_annote.xml	9.0	3	1
../corpus_annote2/recette_29753_annote.xml	14.5	5	1
../corpus_annote2/recette_18391_annote.xml	15.4	5	1
../corpus_annote2/recette_82126_annote.xml	15.0	6	1
../corpus_annote2/recette_69402_annote.xml	31.799999999999997	5	1
../corpus_annote2/recette_44271_annote.xml	37.35	5	2
../corpus_annote2/recette_228695_annote.xml	16.1	4	1
../corpus_annote2/recette_49725_annote.xml	20.5	4	1
../corpus_annote2/recette_21218_annote.xml	26.5	4	1
../corpus_annote2/recette_30973_annote.xml	26.5	2	2
../corpus_annote2/recette_50094_annote.xml	6.1	3	1
../corpus_annote2/recette_175216_annote.xml	88.89999999999999	10	2
../corpus_annote2/recette_33424_annote.xml	31.5	10	2
../corpus_annote2/recette_28050_annote.xml	52.0	9	2
../corpus_annote2/recette_51288_annote.xml	17.0	4	2
../corpus_annote2/recette_61456_annote.xml	43.5	1	1
../corpus_annote2/recette_24718_annote.xml	30.0	5	2
../corpus_annote2/recette_13703_annote.xml	6.0	4	1
../corpus_annote2/recette_69435_annote.xml	21.9	3	1
../corpus_annote2/recette_44246_annote.xml	39.7	8	2
../corpus_annote2/recette_36113_annote.xml	16.3	2	1
../corpus_annote2/recette_62936_annote.xml	21.4	2	3
../corpus_annote2/recette_64161_annote.xml	45.5	6	1
../corpus_annote2/recette_222533_annote.xml	37.5	7	2
../corpus_annote2/recette_30944_annote.xml	65.7	12	1
../corpus_annote2/recette_16234_annote.xml	34.9	6	3
../corpus_annote2/recette_195397_annote.xml	32.5	6	2
../corpus_annote2/recette_41746_annote.xml	8.0	5	1
../corpus_annote2/recette_61461_annote.xml	14.0	5	1
../corpus_annote2/recette_70384_annote.xml	17.0	4	1
../corpus_annote2/recette_12528_annote.xml	15.6	3	1
../corpus_annote2/recette_169090_annote.xml	10.7	3	1
../corpus_annote2/recette_71198_annote.xml	24.5	4	1
../corpus_annote2/recette_36882_annote.xml	29.0	3	2
../corpus_annote2/recette_68336_annote.xml	21.5	5	2
../corpus_annote2/recette_17537_annote.xml	53.5	5	1
../corpus_annote2/recette_167102_annote.xml	25.009999999999998	5	2
../corpus_annote2/recette_53465_annote.xml	34.0	3	2
../corpus_annote2/recette_50932_annote.xml	14.4	7	2
../corpus_annote2/recette_32310_annote.xml	59.0	8	2
../corpus_annote2/recette_29764_annote.xml	12.6	1	1
../corpus_annote2/recette_28578_annote.xml	18.2	5	1
../corpus_annote2/recette_14860_annote.xml	62.4	6	2
../corpus_annote2/recette_46812_annote.xml	21.4	6	1
../corpus_annote2/recette_82111_annote.xml	12.51	6	1
../corpus_annote2/recette_24230_annote.xml	12.1	2	1
../corpus_annote2/recette_169901_annote.xml	50.5	4	1
../corpus_annote2/recette_12037_annote.xml	22.9	8	1
